Unit_Code,Community,Sampling_Frame,Sampling_Frame_Formal,Year,Cycle,Plot_Type,Plot_Number,QA_Plot,Transect,Length,Debris_Type,Diameter,Decay_Class,Comments,Certified,Verified
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2013,1,Fixed,4,FALSE,2,50,Wood,11,4,,TRUE,TRUE
HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2015,2,Fixed,10,FALSE,6,20,Wood,10.7,1,,TRUE,TRUE
WAPA,Limestone Forest,Guam,Guam,2014,1,Rotational,14,FALSE,4,20,Wood,8,2,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2012,1,Fixed,14,FALSE,6,20,Wood,16.5,2,,TRUE,TRUE
AMME,Mangrove Wetland,Muchot,Muchot,2014,1,Fixed,4,FALSE,6,20,Wood,10,4,,TRUE,TRUE
HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2015,2,Fixed,5,FALSE,2,50,Wood,31,3,Linear Estimate,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2018,2,Fixed,5,FALSE,6,20,Wood,23.2,1,,TRUE,TRUE
NPSA,Wet Forest,Tutuila,Tutuila,2018,2,Fixed,5,FALSE,2,50,Wood,33,3,Linear Estimate,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2015,2,Fixed,8,FALSE,6,20,Wood,11.4,3,,TRUE,TRUE
HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2015,2,Fixed,9,FALSE,4,20,Tree Fern,15,5,Linear Estimate,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2013,1,Fixed,6,FALSE,2,50,Wood,44,4,nurse log,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2012,1,Rotational,20,FALSE,2,50,Wood,12,2,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2015,2,Rotational,41,FALSE,2,50,Tree Fern,25,2,,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2016,2,Rotational,44,FALSE,4,20,Tree Fern,27.3,3,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2021,3,Rotational,51,FALSE,2,,Wood,13.9,2,,TRUE,TRUE
AMME,Mangrove Wetland,Muchot,Muchot,2019,2,Fixed,6,FALSE,2,50,Wood,19,5,,TRUE,TRUE
AMME,Mangrove Wetland,Muchot,Muchot,2019,2,Fixed,2,FALSE,2,50,Wood,9.6,4,linear estimate,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2016,2,Rotational,43,FALSE,6,20,Wood,21.2,3,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2021,3,Rotational,59,FALSE,6,,Tree Fern,28.2,1,,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2012,1,Rotational,19,FALSE,4,20,Wood,21,4,,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2022,3,Rotational,57,FALSE,2,,Wood,11.5,4,,TRUE,TRUE
HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2015,2,Fixed,3,FALSE,2,50,Wood,23,4,Linear Estimate,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2012,1,Rotational,24,FALSE,4,20,Wood,8.5,3,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2018,2,Rotational,40,FALSE,6,20,Wood,42,5,,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2017,2,Fixed,11,FALSE,2,50,Wood,12,3,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2015,2,Fixed,8,FALSE,2,50,Wood,11,4,DBH Linear Estimate,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2012,1,Rotational,20,FALSE,2,50,Wood,30,3,,TRUE,TRUE
HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2015,2,Rotational,40,FALSE,2,50,Wood,10,5,Linear Estimate,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2016,2,Rotational,37,FALSE,4,20,Wood,35.3,4,,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2012,1,Rotational,29,FALSE,6,20,Tree Fern,19,3,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2015,2,Rotational,36,FALSE,2,50,Wood,57,2,linear estimate,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2021,3,Fixed,15,FALSE,2,,Tree Fern,20.6,3,,TRUE,TRUE
NPSA,Wet Forest,Tutuila,Tutuila,2018,2,Fixed,1,FALSE,2,50,Wood,7.8,2,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2015,2,Fixed,7,FALSE,2,50,Wood,10.4,3,,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2017,2,Fixed,8,FALSE,2,50,Wood,50,3,"L.E., nurse log covered in moss",TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2011,1,Rotational,29,FALSE,2,50,Wood,46,3,,TRUE,TRUE
HAVO,Subalpine Shrubland,Mauna Loa,Mauna Loa,2022,3,Rotational,49,FALSE,2,,Wood,9.4,3,,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2012,1,Rotational,27,FALSE,4,20,Wood,13,2,,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2022,3,Fixed,4,FALSE,2,,Wood,15.9,3,,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2022,3,Rotational,49,FALSE,6,,Wood,18.2,5,,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2016,2,Fixed,7,FALSE,2,50,Wood,14.5,2,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2021,3,Rotational,50,FALSE,2,,Wood,10.3,3,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2015,2,Fixed,1,FALSE,2,50,Tree Fern,14,3,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2017,2,Rotational,31,FALSE,4,20,Wood,12,2,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2017,2,Rotational,31,FALSE,4,20,Wood,15,2,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2021,3,Rotational,50,FALSE,2,,Tree Fern,18.2,3,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2021,3,Rotational,55,FALSE,2,,Wood,33.4,3,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2012,1,Rotational,27,FALSE,4,20,Wood,11,3,estimate,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2016,2,Rotational,39,FALSE,2,50,Wood,9.5,3,,TRUE,TRUE
WAPA,Limestone Forest,Guam,Guam,2019,2,Rotational,19,FALSE,6,20,Wood,18.5,5,linear estimate,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2018,2,Rotational,40,FALSE,4,20,Tree Fern,18,5,,TRUE,TRUE
AMME,Mangrove Wetland,Muchot,Muchot,2019,2,Fixed,8,FALSE,4,20,Wood,14.3,3,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2021,3,Fixed,1,FALSE,2,,Wood,8.8,2,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2011,1,Rotational,25,FALSE,2,50,Wood,12.7,4,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2015,2,Fixed,2,FALSE,6,20,Wood,17.5,3,Linear Estimate,TRUE,TRUE
AMME,Mangrove Wetland,Muchot,Muchot,2019,2,Fixed,6,FALSE,2,50,Wood,55,2,linear estimate,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2016,2,Rotational,39,FALSE,4,20,Wood,9.6,1,,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2011,1,Rotational,29,FALSE,4,20,Wood,46,3,,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2017,2,Fixed,15,FALSE,2,50,Wood,31,4,,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2022,3,Rotational,55,FALSE,4,,Wood,8.6,3,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2013,1,Rotational,19,FALSE,2,50,Tree Fern,31,3,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2017,2,Fixed,3,FALSE,6,20,Wood,8.7,2,,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2011,1,Fixed,15,FALSE,6,20,Wood,53.7,3,,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2016,2,Rotational,33,FALSE,4,20,Wood,13.7,2,,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2022,3,Rotational,59,FALSE,2,,Wood,24.4,5,,TRUE,TRUE
AMME,Mangrove Wetland,Muchot,Muchot,2019,2,Fixed,1,FALSE,4,50,Wood,7.9,3,linear estimate,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2022,3,Rotational,55,FALSE,2,,Wood,12.7,5,,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2016,2,Rotational,41,FALSE,2,50,Wood,10.6,3,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2017,2,Fixed,8,FALSE,6,20,Wood,8.1,3,,TRUE,TRUE
AMME,Mangrove Wetland,Muchot,Muchot,2019,2,Fixed,4,FALSE,2,50,Wood,18,3,root-like mass at center,TRUE,TRUE
HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2015,2,Rotational,40,FALSE,4,20,Wood,9,2,Linear Estimate,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2021,3,Fixed,4,FALSE,4,,Wood,8.6,2,,TRUE,TRUE
AMME,Mangrove Wetland,Muchot,Muchot,2019,2,Fixed,8,FALSE,2,50,Wood,17.2,4,linear estimate,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2011,1,Rotational,16,FALSE,6,20,Wood,16.9,4,,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2011,1,Rotational,30,FALSE,2,50,Wood,48,4,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2021,3,Fixed,12,FALSE,6,,Tree Fern,9.8,3,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2021,3,Fixed,7,FALSE,2,,Wood,11.1,3,,TRUE,TRUE
HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2015,2,Rotational,43,FALSE,2,50,Wood,11.5,3,Linear estimate,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2021,3,Rotational,50,FALSE,6,,Tree Fern,26.2,5,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2015,2,Fixed,15,FALSE,4,20,Tree Fern,34,5,Linear Estimate,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2015,2,Fixed,2,FALSE,6,20,Wood,8,3,Linear Estimate,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2022,3,Fixed,4,FALSE,2,,Wood,12.5,2,,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2022,3,Rotational,52,FALSE,2,,Wood,9,4,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2015,2,Fixed,14,FALSE,2,50,Wood,61,3,Linear Estimate,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2022,3,Rotational,48,FALSE,2,,Wood,49.8,4,,TRUE,TRUE
HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2015,2,Rotational,43,FALSE,4,20,Wood,9.8,3,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2021,3,Fixed,8,FALSE,2,,Wood,10.2,4,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2013,1,Rotational,25,FALSE,2,50,Wood,9,3,,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2011,1,Fixed,12,FALSE,2,50,Wood,46,4,,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2022,3,Rotational,58,FALSE,4,,Wood,36,4,,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2017,2,Rotational,32,FALSE,2,50,Wood,11.5,4,,TRUE,TRUE
KAHO,Coastal Strand,Kaloko-Honokohau,Kaloko-Honokōhau,2016,2,Fixed,5,FALSE,2,20,Wood,11.1,3,,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2016,2,Fixed,1,FALSE,6,20,Wood,28.7,2,,TRUE,TRUE
HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2021,3,Fixed,15,FALSE,6,,Wood,18,1,,TRUE,TRUE
HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2015,2,Rotational,37,FALSE,2,50,Wood,9.5,2,Linear Estimate,TRUE,TRUE
HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2015,2,Fixed,5,FALSE,6,20,Tree Fern,15,5,Linear Estimate,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2022,3,Fixed,6,FALSE,2,,Wood,9.4,4,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2017,2,Fixed,10,FALSE,4,20,Wood,16,3,,TRUE,TRUE
AMME,Mangrove Wetland,Muchot,Muchot,2019,2,Fixed,4,FALSE,6,20,Wood,7.6,4,linear estimate,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2016,2,Rotational,32,FALSE,2,50,Tree Fern,22,5,lin est,TRUE,TRUE
WAPA,Limestone Forest,Guam,Guam,2019,2,Rotational,18,FALSE,2,50,Wood,7.6,5,,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2011,1,Rotational,29,FALSE,6,20,Wood,33,5,,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2016,2,Fixed,6,FALSE,6,20,Tree Fern,28.5,3,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2015,2,Fixed,2,FALSE,2,50,Wood,11,5,Linear Estimate,TRUE,TRUE
HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2015,2,Fixed,3,FALSE,2,50,Wood,13.3,4,,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2022,3,Rotational,52,FALSE,2,,Wood,11,3,,TRUE,TRUE
HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2015,2,Fixed,8,FALSE,2,50,Wood,18.8,3,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2021,3,Rotational,59,FALSE,6,,Tree Fern,29.5,1,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2021,3,Fixed,15,FALSE,2,,Tree Fern,15.4,3,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2015,2,Fixed,5,FALSE,2,50,Wood,23,2,Linear Estimate,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2015,2,Fixed,14,FALSE,6,20,Wood,32.3,3,,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2016,2,Rotational,37,FALSE,2,50,Wood,20,2,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2012,1,Fixed,12,FALSE,2,50,Wood,20,3,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2015,2,Fixed,7,FALSE,2,50,Tree Fern,16,5,DBH Linear Estimate,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2012,1,Fixed,3,FALSE,2,50,Wood,28,3,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2021,3,Rotational,50,FALSE,6,,Wood,27,3,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2021,3,Rotational,50,FALSE,2,,Tree Fern,8.8,3,,TRUE,TRUE
KAHO,Coastal Strand,Kaloko-Honokohau,Kaloko-Honokōhau,2016,2,Fixed,2,FALSE,4,10,Wood,8,1,,TRUE,TRUE
KAHO,Coastal Strand,Kaloko-Honokohau,Kaloko-Honokōhau,2022,3,Fixed,2,FALSE,6,,Wood,17.3,4,,TRUE,TRUE
AMME,Mangrove Wetland,Muchot,Muchot,2019,2,Fixed,5,FALSE,2,50,Wood,8.7,3,linear estimate,TRUE,TRUE
HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2021,3,Rotational,49,FALSE,2,,Wood,10,1,,TRUE,TRUE
WAPA,Limestone Forest,Guam,Guam,2014,1,Fixed,3,FALSE,2,50,Wood,8.6,3,,TRUE,TRUE
HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2015,2,Fixed,8,FALSE,2,50,Tree Fern,20,3,Linear Estimate,TRUE,TRUE
AMME,Mangrove Wetland,Muchot,Muchot,2019,2,Fixed,6,FALSE,2,50,Wood,9,4,linear estimate,TRUE,TRUE
HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2021,3,Rotational,51,FALSE,6,,Wood,8.7,4,,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2016,2,Fixed,2,FALSE,4,20,Tree Fern,32.5,3,,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2011,1,Rotational,19,FALSE,2,50,Wood,17,3,,TRUE,TRUE
WAPA,Limestone Forest,Guam,Guam,2019,2,Fixed,8,FALSE,2,50,Wood,11.5,4,linear estimate,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2016,2,Rotational,33,FALSE,2,50,Wood,12.7,2,,TRUE,TRUE
HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2015,2,Rotational,43,FALSE,2,50,Wood,8.9,2,,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2022,3,Fixed,1,FALSE,6,,Tree Fern,9.8,5,,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2016,2,Fixed,13,FALSE,2,50,Wood,15,4,,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2011,1,Rotational,19,FALSE,4,20,Wood,33.5,4,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2015,2,Fixed,10,FALSE,2,50,Wood,9.1,3,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2021,3,Rotational,50,FALSE,2,,Wood,15.5,3,,TRUE,TRUE
WAPA,Limestone Forest,Guam,Guam,2014,1,Fixed,7,FALSE,2,50,Wood,9.9,2,not on ground rest on trees,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2012,1,Rotational,19,FALSE,4,20,Wood,100,5,,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2017,2,Rotational,41,FALSE,4,20,Wood,10.1,3,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2017,2,Fixed,14,FALSE,4,20,Wood,15,1,,TRUE,TRUE
HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2015,2,Rotational,44,FALSE,2,50,Tree Fern,22,5,linear,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2021,3,Rotational,52,FALSE,2,,Wood,17.7,3,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2021,3,Fixed,1,FALSE,2,,Tree Fern,20.2,3,,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2022,3,Fixed,14,FALSE,4,,Wood,20,3,,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2022,3,Fixed,1,FALSE,2,,Wood,23.9,3,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2017,2,Rotational,31,FALSE,2,50,Wood,14,3,suspended,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2022,3,Fixed,5,FALSE,6,,Wood,25.4,5,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2015,2,Rotational,32,FALSE,2,50,Tree Fern,21,1,linear estimate,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2015,2,Fixed,1,FALSE,4,20,Wood,17,4,Linear Estimate,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2021,3,Rotational,57,FALSE,4,,Wood,24.2,3,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2012,1,Rotational,20,FALSE,6,20,Wood,14,3,,TRUE,TRUE
WAPA,Limestone Forest,Guam,Guam,2019,2,Fixed,5,FALSE,4,20,Wood,10.9,2,,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2016,2,Rotational,31,FALSE,2,50,Wood,9.3,3,linear estimate,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2016,2,Rotational,43,FALSE,2,50,Wood,13.1,2,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2021,3,Fixed,6,FALSE,2,,Wood,10.7,4,,TRUE,TRUE
WAPA,Limestone Forest,Guam,Guam,2014,1,Fixed,1,FALSE,2,50,Wood,8.5,3,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2015,2,Rotational,36,FALSE,2,50,Tree Fern,15,3,linear estimate,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2021,3,Fixed,12,FALSE,2,,Tree Fern,10.7,3,,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2016,2,Rotational,45,FALSE,2,50,Tree Fern,32.9,5,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2015,2,Rotational,32,FALSE,2,50,Wood,11,2,linear estimate,TRUE,TRUE
NPSA,Wet Forest,Tutuila,Tutuila,2018,2,Fixed,8,FALSE,2,50,Wood,15,4,linear estimate,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2016,2,Fixed,1,FALSE,2,50,Wood,18.3,4,,TRUE,TRUE
HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2015,2,Fixed,1,FALSE,2,50,Wood,10,1,,TRUE,TRUE
AMME,Mangrove Wetland,Muchot,Muchot,2019,2,Fixed,8,FALSE,2,50,Wood,8.7,2,linear estimate,TRUE,TRUE
AMME,Mangrove Wetland,Muchot,Muchot,2019,2,Fixed,4,FALSE,2,50,Wood,19,2,,TRUE,TRUE
HAVO,Subalpine Shrubland,Mauna Loa,Mauna Loa,2022,3,Rotational,60,FALSE,6,,Wood,19.7,3,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2021,3,Fixed,7,FALSE,2,,Wood,59,3,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2021,3,Fixed,2,FALSE,4,,Wood,13.6,3,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2021,3,Fixed,13,FALSE,2,,Wood,17.5,3,,TRUE,TRUE
WAPA,Limestone Forest,Guam,Guam,2014,1,Fixed,8,FALSE,6,20,Wood,14,4,,TRUE,TRUE
AMME,Mangrove Wetland,Muchot,Muchot,2019,2,Fixed,3,FALSE,6,20,Wood,9.3,4,linear estimate,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2016,2,Rotational,31,FALSE,2,50,Wood,8.2,3,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2021,3,Fixed,7,FALSE,2,,Wood,15.8,3,,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2017,2,Fixed,3,FALSE,4,20,Wood,15.5,2,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2015,2,Fixed,1,FALSE,6,20,Tree Fern,16,1,Linear Estimate,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2016,2,Fixed,10,FALSE,2,50,Tree Fern,28.9,3,,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2016,2,Rotational,38,FALSE,4,20,Wood,21.5,2,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2012,1,Fixed,3,FALSE,4,20,Wood,16,2,,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2011,1,Rotational,19,FALSE,2,50,Wood,12,4,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2011,1,Rotational,25,FALSE,2,50,Wood,50.6,2,,TRUE,TRUE
HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2015,2,Fixed,8,FALSE,2,50,Wood,9,3,Linear Estimate,TRUE,TRUE
HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2015,2,Fixed,9,FALSE,2,50,Wood,14.4,2,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2012,1,Fixed,9,FALSE,4,20,Wood,28,2,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2012,1,Fixed,1,FALSE,6,20,Wood,14,2,,TRUE,TRUE
HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2015,2,Rotational,42,FALSE,6,20,Wood,12.5,4,Linear Estimate,TRUE,TRUE
AMME,Mangrove Wetland,Muchot,Muchot,2019,2,Fixed,1,FALSE,6,20,Wood,10.2,4,linear estimate,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2016,2,Rotational,34,FALSE,2,50,Wood,9,3,,TRUE,TRUE
HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2015,2,Rotational,44,FALSE,2,50,Wood,22.3,3,,TRUE,TRUE
HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2015,2,Rotational,40,FALSE,2,50,Wood,11.2,2,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2021,3,Fixed,14,FALSE,6,,Wood,34.5,2,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2021,3,Rotational,55,FALSE,6,,Wood,9.4,3,,TRUE,TRUE
HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2015,2,Rotational,37,FALSE,2,50,Wood,23,4,Linear Estimate,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2012,1,Rotational,22,FALSE,4,20,Wood,60,4,,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2016,2,Rotational,33,FALSE,4,20,Wood,8.6,3,linear estimate,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2012,1,Fixed,3,FALSE,2,50,Wood,12,2,,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2016,2,Rotational,34,FALSE,2,50,Wood,11,3,,TRUE,TRUE
NPSA,Wet Forest,Tau,Ta‘ū,2018,2,Rotational,42,FALSE,2,50,Wood,9,3,Linear estimate,TRUE,TRUE
AMME,Mangrove Wetland,Muchot,Muchot,2019,2,Fixed,4,FALSE,6,20,Wood,17.7,5,linear estimate,TRUE,TRUE
